"","featureid","zone","riparian_distance_ft","agriculture","alloffnet","allonnet","ann_tmax_c","ann_tmin_c","apr_prcp_mm","AreaSqKM","aug_prcp_mm","dec_prcp_mm","deg_barr_1","deg_barr_2","deg_barr_3","deg_barr_4","deg_barr_5","deg_barr_6","deg_barr_7","deg_barr_all","dep_no3_2011","dep_so4_2011","devel_hi","devel_low","devel_med","devel_opn","developed","drainageclass","elevation","feb_prcp_mm","forest","forest_decid","forest_evgrn","forest_mixed","fwsopenwater","fwswetlands","herbaceous","hydrogroup_a","hydrogroup_ab","hydrogroup_cd","hydrogroup_d1","hydrogroup_d4","impervious","jan_prcp_mm","jul_prcp_mm","jun_prcp_mm","mar_prcp_mm","may_prcp_mm","nov_prcp_mm","oct_prcp_mm","openoffnet","openonnet","percent_sandy","sep_prcp_mm","slope_pcnt","surfcoarse","tree_canopy","undev_forest","water","wetland"
"2753","201478155","local","200","19.7674000"," 0.0000000","  0.0000000",NA,NA,NA,"7.81976e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 1.16279000"," 1.1627900",NA,"260.3720",NA," 11.62790"," 10.465100"," 1.162790","  0.000000","0.00000e+00","  0.0000000"," 1.1627900","1.16279e+00","  1.1627900"," 10.465100"," 0.0000000"," 10.4651000","2.32558e-02",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  1.1627900",NA,"11.4441000","1.16279e+00"," 6.4651200"," 12.04820","6.39535e+01","  1.1627900"
"2754","201478155","local",NA," 4.9217000"," 0.0000000","  0.0000000","12.74910"," 1.208880000","111.0710","4.02300e-01","100.7100"," 97.0039"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10.71190","10.00420"," 0.00000000"," 0.00000000"," 0.00000000"," 4.02685000"," 4.0268500",NA,"333.6690"," 82.8281"," 61.07380"," 38.255000","16.554800","  6.263980","0.00000e+00","  0.0000000"," 1.5660000","4.47427e-01","  2.6845600"," 59.284100","15.6600000"," 64.2058000","1.56600e-01"," 94.3134","109.8920","111.355"," 98.8157","131.377","111.054","122.820","0.00000000","0.00000e+00","  0.2237140","115.944","44.6414000","4.47427e-01","48.0940000"," 65.78310","2.52796e+01","  1.5660000"
"2755","201478155","upstream","200"," 2.8148300"," 0.2030300"," 23.3462000",NA,NA,NA,"8.15587e+01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00993082"," 2.08437000"," 0.55612600"," 4.25039000"," 6.9008100","4.02561","591.7600",NA," 78.57370"," 27.863700"," 9.524760"," 41.185300","9.17056e+00"," 14.3313000"," 2.7431100","2.99911e+00"," 29.5497000"," 57.941900","14.0698000"," 15.9390000","1.33151e+00",NA,NA,NA,NA,NA,NA,NA,"0.07061910","9.09883e+00","  1.6220300",NA,"11.4879000","4.92017e+00","68.2034000"," 84.66580","8.67291e+00"," 19.9091000"
"2756","201478155","upstream",NA," 2.3763500"," 1.3584200","  6.5016500","10.83980","-0.797709000","120.2570","6.54715e+02","123.3470","121.2060","13"," 2"," 1"," 0"," 0"," 7"," 0","23","12.23200","11.55090"," 0.01374640"," 0.76870100"," 0.21128300"," 2.41759000"," 3.4113200","3.62058","648.2860"," 98.4585"," 89.26880"," 53.168100"," 8.690640"," 27.410100","3.10023e+00","  4.7467800"," 1.7174800","9.45618e-01"," 33.4752000"," 61.879500","13.3815000"," 15.6142000","5.48365e-01","111.5500","121.6470","132.298","118.9970","131.005","132.193","140.411","0.16042100","2.93968e+00","  0.5101300","125.980","15.0147000","1.38605e+00","77.5762000"," 92.70640","2.92937e+00","  6.2848700"
"2757","201478156","local","200","16.2325000"," 0.6012020","  6.8136300",NA,NA,NA,"4.48936e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 3.00601000"," 3.0060100","4.01405","295.7150",NA," 80.76150"," 24.248500","42.084200"," 14.428900","0.00000e+00","  7.4148300"," 0.0000000","5.81162e+00"," 35.4709000"," 34.068100"," 7.0140300"," 56.3126000","2.08417e-01",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  1.2024000",NA,"11.5404000","1.20240e+00","70.8176000"," 83.26450","0.00000e+00","  7.8156300"
"2758","201478156","local",NA,"34.5787000"," 0.7551670","  1.3513500","13.23620"," 1.337890000","115.8550","2.26440e+00"," 97.3060"," 98.0949"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 9.99056"," 8.78954"," 0.00000000"," 0.75516700"," 0.00000000"," 3.02067000"," 3.7758300",NA,"318.5920"," 91.1335"," 61.64550"," 16.534200","35.135100","  9.976150","3.97456e-02","  2.0667700"," 0.0000000","7.35294e+00"," 36.8045000"," 28.696300","17.6868000"," 45.5087000","5.09539e-01"," 91.2940","109.9920","120.854","108.4520","118.714","112.989","129.689","0.03974560","0.00000e+00","  0.4769480","112.855","12.2936000","4.76948e-01","56.2766000"," 64.06440","0.00000e+00","  1.9872800"
"2759","201478156","upstream","200","16.2325000"," 0.6012020","  6.8136300",NA,NA,NA,"4.48936e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 3.00601000"," 3.0060100","4.01405","295.7150",NA," 80.76150"," 24.248500","42.084200"," 14.428900","0.00000e+00","  7.4148300"," 0.0000000","5.81162e+00"," 35.4709000"," 34.068100"," 7.0140300"," 56.3126000","2.08417e-01",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  1.2024000",NA,"11.5404000","1.20240e+00","70.8176000"," 83.26450","0.00000e+00","  7.8156300"
"2760","201478156","upstream",NA,"34.5787000"," 0.7551670","  1.3513500","13.23620"," 1.337890000","115.8550","2.26440e+00"," 97.3060"," 98.0949"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 9.99056"," 8.78954"," 0.00000000"," 0.75516700"," 0.00000000"," 3.02067000"," 3.7758300",NA,"318.5920"," 91.1335"," 61.64550"," 16.534200","35.135100","  9.976150","3.97456e-02","  2.0667700"," 0.0000000","7.35294e+00"," 36.8045000"," 28.696300","17.6868000"," 45.5087000","5.09539e-01"," 91.2940","109.9920","120.854","108.4520","118.714","112.989","129.689","0.03974560","0.00000e+00","  0.4769480","112.855","12.2936000","4.76948e-01","56.2766000"," 64.06440","0.00000e+00","  1.9872800"
"2761","201478160","local","200"," 0.0000000"," 0.0000000","  0.0000000",NA,NA,NA,"1.06720e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 3.38983000"," 3.3898300","1.94915","318.1950",NA," 96.61020"," 83.050800"," 0.000000"," 13.559300","0.00000e+00","  0.0000000"," 0.0000000","7.62712e+00","  7.6271200"," 92.372900"," 0.0000000"," 92.3729000","4.23729e-01",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  7.6271200",NA,"53.7709000","7.62712e+00","83.7712000","100.00000","0.00000e+00","  0.0000000"
"2762","201478160","local",NA," 0.0000000"," 0.0000000","  0.0000000","12.36520"," 1.237950000","111.4450","4.25700e-01","101.8950"," 98.6736"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10.66020"," 9.96188"," 0.00000000"," 0.00000000"," 0.00000000"," 1.47992000"," 1.4799200","1.98732","414.1610"," 83.9124"," 98.52010"," 74.630000","12.685000"," 11.205100","0.00000e+00","  0.0000000"," 0.0000000","1.90275e+00","  1.9027500"," 98.097300"," 0.0000000"," 98.0973000","1.88161e-01"," 94.6746","110.2970","113.338","100.2470","131.938","112.184","123.411","0.00000000","0.00000e+00","  1.9027500","116.364","55.4540000","1.90275e+00","82.9958000","100.00000","0.00000e+00","  0.0000000"
"2763","201478160","upstream","200"," 0.0000000"," 0.0000000","  0.0000000",NA,NA,NA,"8.17422e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 1.87019000"," 1.8701900","3.16832","532.9010",NA," 96.80970"," 80.968100"," 0.000000"," 15.841600","0.00000e+00","  0.0000000"," 1.3201300","9.90099e-01"," 28.2728000"," 69.857000"," 3.1903200"," 52.0352000","1.12211e-01",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.9900990",NA,"27.2671000","9.90099e-01","84.2706000"," 98.65470","0.00000e+00","  0.0000000"
"2764","201478160","upstream",NA," 1.4035700"," 0.0165126","  0.0000000","11.41980"," 0.998834000","114.9640","5.45040e+00","119.6470","112.0230"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10.74980","10.07940"," 0.00000000"," 0.00000000"," 0.00000000"," 1.43659000"," 1.4365900","3.15709","611.8430"," 94.6942"," 95.60770"," 78.368600"," 2.146630"," 15.092500","1.65126e-02","  0.0000000"," 1.5521800","1.48613e-01"," 21.1030000"," 73.579900"," 1.5521800"," 38.7715000","1.03534e-01","104.0030","123.7020","126.071","113.3350","144.207","122.272","129.005","0.01651260","0.00000e+00","  0.1486130","120.349","24.6189000","1.48613e-01","82.6262000"," 97.00120","0.00000e+00","  0.0000000"
"2765","201478161","local","200","20.2899000"," 0.9661840","  0.0000000",NA,NA,NA,"1.86561e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.80102","203.2510",NA," 79.71010"," 45.410600","21.739100"," 12.560400","0.00000e+00","  0.9661840"," 0.0000000","5.74879e+01"," 58.9372000"," 34.782600","25.6039000"," 41.0628000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.0000000",NA,"16.7656000","0.00000e+00","65.0676000"," 79.71010","0.00000e+00","  1.9323700"
"2766","201478161","local",NA,"51.7358000"," 0.6773920","  0.0000000","13.83170"," 1.462680000","109.3850","1.06290e+00"," 95.7461"," 97.5000"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 9.85587"," 8.58753"," 0.00000000"," 1.77815000"," 0.42337000"," 0.00000000"," 2.2015200",NA,"232.7780"," 87.5908"," 46.06270"," 20.999200","20.999200","  4.064350","0.00000e+00","  0.6773920"," 0.0000000","4.14056e+01"," 50.2117000"," 38.442000","32.0068000"," 49.7883000","8.30652e-01"," 90.9641","106.7180","111.453","102.0090","116.035","109.498","123.845","0.00000000","0.00000e+00","  0.0000000","109.251","14.0698000","0.00000e+00","39.7705000"," 47.09960","0.00000e+00","  0.6773920"
"2767","201478161","upstream","200","20.2899000"," 0.9661840","  0.0000000",NA,NA,NA,"1.86561e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000","3.80102","203.2510",NA," 79.71010"," 45.410600","21.739100"," 12.560400","0.00000e+00","  0.9661840"," 0.0000000","5.74879e+01"," 58.9372000"," 34.782600","25.6039000"," 41.0628000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.0000000",NA,"16.7656000","0.00000e+00","65.0676000"," 79.71010","0.00000e+00","  1.9323700"
"2768","201478161","upstream",NA,"51.7358000"," 0.6773920","  0.0000000","13.83170"," 1.462680000","109.3850","1.06290e+00"," 95.7461"," 97.5000"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 9.85587"," 8.58753"," 0.00000000"," 1.77815000"," 0.42337000"," 0.00000000"," 2.2015200",NA,"232.7780"," 87.5908"," 46.06270"," 20.999200","20.999200","  4.064350","0.00000e+00","  0.6773920"," 0.0000000","4.14056e+01"," 50.2117000"," 38.442000","32.0068000"," 49.7883000","8.30652e-01"," 90.9641","106.7180","111.453","102.0090","116.035","109.498","123.845","0.00000000","0.00000e+00","  0.0000000","109.251","14.0698000","0.00000e+00","39.7705000"," 47.09960","0.00000e+00","  0.6773920"
"2769","201478163","local","200"," 0.0000000"," 0.0000000","  0.0000000",NA,NA,NA,"5.41712e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 1.49007000"," 1.4900700","3.48344","573.5200",NA," 96.68870"," 76.986800"," 0.000000"," 19.702000","0.00000e+00","  0.0000000"," 1.8211900","0.00000e+00"," 40.3974000"," 56.788100"," 4.8013200"," 43.3775000","7.28477e-02",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.0000000",NA,"22.7064000","0.00000e+00","84.2368000"," 98.15130","0.00000e+00","  0.0000000"
"2770","201478163","local",NA," 2.0752000"," 0.0244141","  0.0000000","11.32910"," 0.925537000","115.8460","3.68640e+00","124.3510","113.6450"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10.75130","10.08760"," 0.00000000"," 0.00000000"," 0.00000000"," 1.26953000"," 1.2695300","3.31103","631.1460"," 96.8364"," 95.80080"," 80.688500"," 1.049800"," 14.062500","2.44141e-02","  0.0000000"," 0.8544920","0.00000e+00"," 24.7559000"," 68.994100"," 1.2207000"," 29.1748000","1.02783e-01","106.2300","127.7910","127.456","115.4390","146.390","123.630","130.239","0.02441410","0.00000e+00","  0.0000000","121.537","22.0447000","0.00000e+00","82.3633000"," 97.03260","0.00000e+00","  0.0000000"
"2771","201478163","upstream","200"," 0.0000000"," 0.0000000","  0.0000000",NA,NA,NA,"5.41712e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 1.49007000"," 1.4900700","3.48344","573.5200",NA," 96.68870"," 76.986800"," 0.000000"," 19.702000","0.00000e+00","  0.0000000"," 1.8211900","0.00000e+00"," 40.3974000"," 56.788100"," 4.8013200"," 43.3775000","7.28477e-02",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.0000000",NA,"22.7064000","0.00000e+00","84.2368000"," 98.15130","0.00000e+00","  0.0000000"
"2772","201478163","upstream",NA," 2.0752000"," 0.0244141","  0.0000000","11.32910"," 0.925537000","115.8460","3.68640e+00","124.3510","113.6450"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10.75130","10.08760"," 0.00000000"," 0.00000000"," 0.00000000"," 1.26953000"," 1.2695300","3.31103","631.1460"," 96.8364"," 95.80080"," 80.688500"," 1.049800"," 14.062500","2.44141e-02","  0.0000000"," 0.8544920","0.00000e+00"," 24.7559000"," 68.994100"," 1.2207000"," 29.1748000","1.02783e-01","106.2300","127.7910","127.456","115.4390","146.390","123.630","130.239","0.02441410","0.00000e+00","  0.0000000","121.537","22.0447000","0.00000e+00","82.3633000"," 97.03260","0.00000e+00","  0.0000000"
"2773","201478166","local","200"," 1.2658200"," 0.0000000","  0.0000000",NA,NA,NA,"7.05390e-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000","13.92410000"," 0.00000000","12.65820000","26.5823000","1.47059","147.9370",NA," 45.56960","  7.594940","22.784800"," 15.189900","0.00000e+00","  0.0000000","26.5823000","0.00000e+00","  0.0000000"," 77.215200"," 0.0000000"," 22.7848000","5.20253e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00"," 60.7595000",NA,"19.0937000","6.07595e+01","61.7595000"," 62.06900","0.00000e+00"," 41.7722000"
"2774","201478166","local",NA," 9.2105300"," 0.0000000","  0.0000000","13.77870"," 1.543710000","113.6930","3.42000e-01"," 95.8505"," 97.0273"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10.19700"," 9.06401"," 0.00000000"," 7.36842000"," 0.00000000"," 5.00000000","12.3684000","2.80716","195.8580"," 89.5500"," 72.89470"," 54.736800","13.157900","  5.000000","0.00000e+00","  0.0000000"," 5.5263200","1.31579e+01"," 57.3684000"," 35.789500"," 4.7368400"," 20.2632000","2.92368e+00"," 90.2913","108.7690","115.712","105.2950","120.063","113.156","130.441","0.00000000","0.00000e+00"," 19.7368000","111.031","27.3107000","1.97368e+01","66.7895000"," 83.18320","0.00000e+00","  8.6842100"
"2775","201478166","upstream","200"," 7.1501600"," 0.1584380","  7.0786100",NA,NA,NA,"3.51753e+01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00766636"," 2.35613000"," 0.36031900"," 5.31534000"," 8.0394600","3.59314","380.7690",NA," 81.88440"," 22.925000","24.430100"," 34.529300","1.31095e+00","  5.9031000"," 2.1465800","9.91260e+00"," 38.2577000"," 44.219600"," 9.5982800"," 22.2324000","1.39934e+00",NA,NA,NA,NA,NA,NA,NA,"0.03833180","1.27262e+00","  6.6135100",NA,"14.4236000","9.82827e+00","72.7522000"," 89.08010","7.41081e-01"," 11.0472000"
"2776","201478166","upstream",NA," 7.8609200"," 0.6248980","  1.6107800","12.35220"," 0.865159000","118.3910","2.30870e+02","104.9070","108.1990"," 3"," 2"," 1"," 0"," 0"," 7"," 0","13","10.81340"," 9.88555"," 0.00467796"," 0.82605000"," 0.09550840"," 3.39269000"," 4.3189300","3.51343","431.4740"," 97.0374"," 86.57660"," 34.101900","18.542300"," 33.932400","3.01339e-01","  1.9296600"," 1.0162900","5.21671e+00"," 37.5063000"," 46.304000","12.5311000"," 21.5428000","5.70181e-01","101.4150","118.9370","121.824","112.4400","127.386","121.525","132.542","0.02650840","2.74440e-01","  2.3136400","114.269","15.2809000","3.54784e+00","75.5135000"," 90.52620","1.83220e-01","  2.9642700"
"2777","201478171","local","200"," 7.9545500"," 0.0000000","  4.5454500",NA,NA,NA,"1.58051e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 1.13636000"," 0.00000000"," 2.84091000"," 3.9772700","3.33523","217.5620",NA," 88.06820","  1.704550","62.500000"," 23.863600","0.00000e+00","  4.5454500"," 0.0000000","5.68182e-01"," 60.7955000"," 36.363600"," 9.0909100"," 33.5227000","5.68182e-01",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  5.6818200",NA,"19.0484000","5.68182e+00","77.8011000"," 91.71600","0.00000e+00","  3.4090900"
"2778","201478171","local",NA," 6.4486800"," 0.0908265","  0.7266120","13.33040"," 1.404320000","113.9290","9.90900e-01"," 96.2288"," 97.1267"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10.15710"," 8.99269"," 0.00000000"," 0.45413300"," 0.00000000"," 3.45141000"," 3.9055400","3.20278","309.6350"," 89.6120"," 89.64580"," 19.073600","38.964600"," 31.607600","0.00000e+00","  0.8174390"," 0.0000000","8.71935e+00"," 71.0263000"," 12.897400"," 6.6303400"," 25.6131000","2.20708e-01"," 90.2571","108.8860","117.858","106.1090","121.445","113.160","133.817","0.00000000","0.00000e+00","  0.9082650","111.103","22.0848000","9.08265e-01","80.8056000"," 93.28920","0.00000e+00","  0.5449590"
"2779","201478171","upstream","200"," 7.9545500"," 0.0000000","  4.5454500",NA,NA,NA,"1.58051e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 1.13636000"," 0.00000000"," 2.84091000"," 3.9772700","3.33523","217.5620",NA," 88.06820","  1.704550","62.500000"," 23.863600","0.00000e+00","  4.5454500"," 0.0000000","5.68182e-01"," 60.7955000"," 36.363600"," 9.0909100"," 33.5227000","5.68182e-01",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  5.6818200",NA,"19.0484000","5.68182e+00","77.8011000"," 91.71600","0.00000e+00","  3.4090900"
"2780","201478171","upstream",NA," 6.4486800"," 0.0908265","  0.7266120","13.33040"," 1.404320000","113.9290","9.90900e-01"," 96.2288"," 97.1267"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10.15710"," 8.99269"," 0.00000000"," 0.45413300"," 0.00000000"," 3.45141000"," 3.9055400","3.20278","309.6350"," 89.6120"," 89.64580"," 19.073600","38.964600"," 31.607600","0.00000e+00","  0.8174390"," 0.0000000","8.71935e+00"," 71.0263000"," 12.897400"," 6.6303400"," 25.6131000","2.20708e-01"," 90.2571","108.8860","117.858","106.1090","121.445","113.160","133.817","0.00000000","0.00000e+00","  0.9082650","111.103","22.0848000","9.08265e-01","80.8056000"," 93.28920","0.00000e+00","  0.5449590"
"2781","201478172","local","200"," 0.0000000"," 0.0000000","  0.0000000",NA,NA,NA,"2.01542e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000",NA,"327.1820",NA,"100.00000","  3.555560","84.444400"," 12.000000","0.00000e+00","  0.0000000"," 0.0000000","0.00000e+00"," 41.7778000","  6.666670"," 1.7777800"," 36.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.0000000",NA,"14.7486000","0.00000e+00","83.5067000","100.00000","0.00000e+00","  0.0000000"
"2782","201478172","local",NA,"11.6035000"," 0.0805802","  0.0000000","12.95650"," 1.447840000","115.0390","1.11690e+00"," 97.2085"," 97.7720"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10.11770"," 8.93380"," 0.00000000"," 0.40290100"," 0.00000000"," 2.33683000"," 2.7397300",NA,"365.7370"," 90.5176"," 85.65670"," 12.248200","56.083800"," 17.324700","0.00000e+00","  0.0805802"," 0.0000000","1.01531e+01"," 56.5673000","  8.863820"," 7.3328000"," 20.9508000","2.20790e-01"," 90.7759","109.7580","120.447","107.8500","121.019","113.393","135.871","0.00000000","0.00000e+00","  0.0000000","112.208","14.0293000","0.00000e+00","76.0959000"," 88.06960","0.00000e+00","  0.0000000"
"2783","201478172","upstream","200"," 0.0000000"," 0.0000000","  0.0000000",NA,NA,NA,"2.01542e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 0.00000000"," 0.0000000",NA,"327.1820",NA,"100.00000","  3.555560","84.444400"," 12.000000","0.00000e+00","  0.0000000"," 0.0000000","0.00000e+00"," 41.7778000","  6.666670"," 1.7777800"," 36.0000000","0.00000e+00",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.0000000",NA,"14.7486000","0.00000e+00","83.5067000","100.00000","0.00000e+00","  0.0000000"
"2784","201478172","upstream",NA,"11.6035000"," 0.0805802","  0.0000000","12.95650"," 1.447840000","115.0390","1.11690e+00"," 97.2085"," 97.7720"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10.11770"," 8.93380"," 0.00000000"," 0.40290100"," 0.00000000"," 2.33683000"," 2.7397300",NA,"365.7370"," 90.5176"," 85.65670"," 12.248200","56.083800"," 17.324700","0.00000e+00","  0.0805802"," 0.0000000","1.01531e+01"," 56.5673000","  8.863820"," 7.3328000"," 20.9508000","2.20790e-01"," 90.7759","109.7580","120.447","107.8500","121.019","113.393","135.871","0.00000000","0.00000e+00","  0.0000000","112.208","14.0293000","0.00000e+00","76.0959000"," 88.06960","0.00000e+00","  0.0000000"
"2785","201478181","local","200"," 0.3021150"," 0.0000000","  2.7190300",NA,NA,NA,"2.95268e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 1.81269000"," 1.8126900",NA,"379.4950",NA," 97.88520"," 56.797600"," 7.250760"," 33.836900","0.00000e+00","  2.7190300"," 0.0000000","0.00000e+00"," 17.2205000"," 45.015100","15.4079000"," 43.8066000","6.04230e-02",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.0000000",NA,"18.0419000","0.00000e+00","86.2326000"," 99.69230","0.00000e+00","  4.5317200"
"2786","201478181","local",NA," 4.6025100"," 0.0000000","  0.2896690","12.23620"," 1.363710000","110.6160","2.79630e+00","101.6930","102.2130"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10.55670"," 9.72063"," 0.00000000"," 0.00000000"," 0.00000000"," 1.96331000"," 1.9633100",NA,"445.4190"," 88.8134"," 93.08010"," 65.915700"," 7.563570"," 19.600900","0.00000e+00","  0.2896690"," 0.3540390","0.00000e+00"," 26.1667000"," 26.005800"," 5.2140300"," 17.7020000","1.77663e-01"," 93.2791","111.7360","117.718","106.5140","123.010","112.068","122.221","0.00000000","0.00000e+00","  0.4827810","113.077","19.0927000","4.82781e-01","81.4422000"," 94.94420","0.00000e+00","  0.4827810"
"2787","201478181","upstream","200"," 0.3021150"," 0.0000000","  2.7190300",NA,NA,NA,"2.95268e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 1.81269000"," 1.8126900",NA,"379.4950",NA," 97.88520"," 56.797600"," 7.250760"," 33.836900","0.00000e+00","  2.7190300"," 0.0000000","0.00000e+00"," 17.2205000"," 45.015100","15.4079000"," 43.8066000","6.04230e-02",NA,NA,NA,NA,NA,NA,NA,"0.00000000","0.00000e+00","  0.0000000",NA,"18.0419000","0.00000e+00","86.2326000"," 99.69230","0.00000e+00","  4.5317200"
"2788","201478181","upstream",NA," 4.6025100"," 0.0000000","  0.2896690","12.23620"," 1.363710000","110.6160","2.79630e+00","101.6930","102.2130"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10.55670"," 9.72063"," 0.00000000"," 0.00000000"," 0.00000000"," 1.96331000"," 1.9633100",NA,"445.4190"," 88.8134"," 93.08010"," 65.915700"," 7.563570"," 19.600900","0.00000e+00","  0.2896690"," 0.3540390","0.00000e+00"," 26.1667000"," 26.005800"," 5.2140300"," 17.7020000","1.77663e-01"," 93.2791","111.7360","117.718","106.5140","123.010","112.068","122.221","0.00000000","0.00000e+00","  0.4827810","113.077","19.0927000","4.82781e-01","81.4422000"," 94.94420","0.00000e+00","  0.4827810"
"2789","201478182","local","200"," 3.5242300"," 0.2202640","  5.0660800",NA,NA,NA,"4.07074e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 6.60793000"," 6.6079300","3.20699","437.0000",NA," 89.20700"," 68.942700"," 3.524230"," 16.740100","2.20264e-01","  5.0660800"," 0.6607930","7.92952e+00"," 56.8282000","  6.607930"," 3.0837000"," 22.9075000","3.54626e-01",NA,NA,NA,NA,NA,NA,NA,"0.22026400","0.00000e+00","  3.5242300",NA,"18.5571000","3.52423e+00","82.9273000"," 95.51890","0.00000e+00","  9.0308400"
"2790","201478182","local",NA," 6.4261200"," 1.4089300","  0.8591070","12.15040"," 1.477840000","110.6870","2.61900e+00"," 99.7898","101.1900"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","10.50290"," 9.50146"," 0.00000000"," 0.00000000"," 0.00000000"," 4.05498000"," 4.0549800",NA,"490.5620"," 90.3480"," 89.07220"," 66.013700"," 8.075600"," 14.982800","3.43643e-02","  2.2336800"," 0.4467350","2.33677e+00"," 47.1478000","  8.281790"," 7.2852200"," 23.3333000","2.36770e-01"," 91.8535","111.9520","118.476","108.5290","120.795","110.990","122.973","0.03436430","0.00000e+00","  1.0309300","112.171","16.2320000","1.03093e+00","79.5684000"," 92.83670","0.00000e+00","  2.7835100"
"2791","201478182","upstream","200"," 3.5242300"," 0.2202640","  5.0660800",NA,NA,NA,"4.07074e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000"," 0.00000000"," 6.60793000"," 6.6079300","3.20699","437.0000",NA," 89.20700"," 68.942700"," 3.524230"," 16.740100","2.20264e-01","  5.0660800"," 0.6607930","7.92952e+00"," 56.8282000","  6.607930"," 3.0837000"," 22.9075000","3.54626e-01",NA,NA,NA,NA,NA,NA,NA,"0.22026400","0.00000e+00","  3.5242300",NA,"18.5571000","3.52423e+00","82.9273000"," 95.51890","0.00000e+00","  9.0308400"
